item_name,item_description,instore_price,barcodes
Otex Express Ear Drops (10ml),"Otex Express Ear Drops are fast-acting and clinically proven to dissolve and remove stubborn earwax. The dual action formula breaks down hardened ear wax into smaller pieces, allowing it to naturally clear from the ear canal. This UK's best-selling ear wax treatment helps reduce the need for syringing or microsuction. Treatment typically takes 3-4 days and provides relief from blocked ears, temporary hearing difficulties, and discomfort caused by excessive wax build-up.

Age Restrictions - Suitable for adults and children over 12 years old.

Always read Patient Information Leaflet before use.",6.9,5016379299001
Otex Sodium Bicarbonate Ear Drops (10ml),"Otex Sodium Bicarbonate Ear Drops gently soften and disperse hardened ear wax, helping to relieve discomfort and restore clear hearing. This simple, non-invasive treatment uses a clinically trusted sodium bicarbonate solution to naturally break down ear wax, making it easier to remove. Ideal for regular ear care or before ear syringing, these easy-to-use drops help maintain healthy, blockage-free ears. Suitable for adults and children over 12 years, they provide an effective home remedy for wax build-up.

Age Restrictions – Not suitable for children under 12 years.

Always read the Patient Information Leaflet before use.",4.8,5016379299308
Otovent Treatment For Glue Ear (5),"Otovent Treatment for Glue Ear is a non-surgical, drug-free treatment designed to help relieve the symptoms of glue ear (otitis media with effusion) and improve hearing. The simple, safe system uses a specially designed nasal balloon to help open the Eustachian tube, allowing fluid in the middle ear to drain naturally. Clinically proven and recommended by ENT specialists, Otovent can be used easily at home under adult supervision.

Age Restrictions – Suitable for children aged 3 years and over, and adults.

Always read the packaging and instructions before use.",15.1,7350133960096
Panadol ActiFast Paracetamol Fast Pain Relief Tablets (10 Tablets),"Panadol ActiFast Tablets provide fast and effective relief from pain, including headaches, toothaches, and muscle aches. The unique formula helps the paracetamol absorb quickly, offering relief in as little as 15 minutes. Suitable for adults and children aged 12 years and over. Do not exceed the recommended dose and avoid taking with other paracetamol-containing products. Always read the Patient Information Leaflet before use.",2.6,5054563197115
Panadol ActiFast Soluble Tablets Paracetamol Fast Pain Relief (24 Tablets),"Panadol ActiFast Soluble Tablets provide fast pain relief, dissolving quickly in water for rapid absorption. Effective for headaches, toothaches, muscle aches, and fever, it works in as little as 15 minutes. Suitable for adults and children aged 12 years and over. Do not exceed the recommended dose, and avoid using with other paracetamol-containing products. Always read the Patient Information Leaflet before use.",6.4,5000347033476
Panadol Advance 500mg Tablets (16 Tablets),"Panadol Advance 500mg Tablets provide effective relief from pain, including headaches, muscle aches, and toothaches, while also reducing fever. The unique formulation is absorbed faster than standard paracetamol, offering quicker relief. Suitable for adults and children aged 12 years and over. Do not exceed the recommended dose, and avoid using with other paracetamol-containing products. Always read the Patient Information Leaflet before use.",2.7,5054563125491
Panmigrol Migraine & Headache Relief Tablets (10 Tablets),"Panmigrol Migraine & Headache Relief Tablets provide effective relief from the pain and discomfort of migraines, headaches, and tension-related pain. Each tablet contains paracetamol, codeine phosphate, and buclizine hydrochloride, which work together to relieve pain, reduce nausea, and ease associated symptoms. Suitable for short-term use, Panmigrol offers targeted relief to help you manage migraine attacks and get back to your day more comfortably.

Age Restrictions – Suitable for adults and children over 18 years.

Always read the Patient Information Leaflet before use.",4.9,5054563185570
Paracetamol 500mg Tablets (Pack of 16),"Paracetamol 500mg tablets provide effective relief from mild to moderate pain including headaches, toothaches, period pain, backaches, muscle aches, and cold or flu symptoms. This medicine also reduces fever. It is a widely used over-the-counter pain reliever.

Always read Patient Information Leaflet before use.",1.2,5060013940088
Pepto Bismol Liquid (120ml),"Pepto Bismol Liquid provides fast relief from nausea, heartburn, indigestion, upset stomach, and diarrhea. Its coating formula calms your stomach and kills bacteria that cause diarrhea. Effective for traveler's diarrhea and digestive discomfort from overindulgence in food and drink.

Age Restrictions - For adults and children 12 years and over.

Always read Patient Information Leaflet before use.",5.6,4084500846548
Pirinase Allergy Nasal Spray (60 Doses),"Pirinase Allergy Nasal Spray provides fast-acting, non-drowsy relief from allergy symptoms for up to 24 hours. It treats and prevents sneezing, runny nose, nasal congestion, itchy and watery eyes, and sinus discomfort caused by airborne allergens including hay fever, dust mites, pet hair, and mould spores. Contains fluticasone propionate, a corticosteroid that reduces inflammation in the nasal passages. 60 doses per bottle.

Age Restrictions - For adults over 18 years only.

Always read Patient Information Leaflet before use.",9.5,5054563009814
Potter’s Chesty Cough Pastilles (20),"Potter’s Chesty Cough Pastilles provide soothing relief from chesty coughs and throat irritation. Formulated with natural extracts of liquorice, menthol, and eucalyptus, these pastilles work to loosen mucus, clear congestion, and calm the urge to cough. Their pleasant herbal flavour and convenient format make them ideal for use at home or on the go. Non-drowsy and easy to take, they help you breathe more easily and feel more comfortable throughout the day.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",3.9,5011842193503
PoxClin ChickenPox Mousse (100ml),"PoxClin ChickenPox Mousse provides soothing relief from itching, irritation, and discomfort caused by chickenpox. Its light, cooling mousse helps calm the skin, reduces the urge to scratch, and supports natural healing while protecting against infection. The easy-to-apply, non-greasy formula is gentle on sensitive skin and ideal for frequent use during outbreaks.

Age Restrictions – Suitable for children and adults.

Always read the label before use.",13.9,5999554820330
Pyrocalm Control 20mg Omeprazole Tablets (14 Tablets),"Pyrocalm Control 20mg Omeprazole capsules help reduce excess stomach acid, providing relief from heartburn, acid reflux, and indigestion. The delayed-release capsules work gradually to protect the stomach and oesophagus. Suitable for adults and children aged 18 years and over. Do not exceed the recommended dose. Always read the Patient Information Leaflet before use.",12.7,5033847001966
Pyrocalm Control 20mg Omeprazole Tablets (7 Tablets),"Pyrocalm Control 20mg Gastro-Resistant Tablets contain omeprazole, which reduces stomach acid production to treat reflux symptoms including heartburn, acid regurgitation, chest pain, and bloating. It provides up to 24 hours of relief by suppressing the acid-producing pumps in your stomach. The tablets typically take 2-3 days to start working and are designed for short-term treatment of acid reflux symptoms.

Age Restrictions - 18+ years

Always read Patient Information Leaflet before use.",8.1,5033847001959
Rennie Deflatine Chewable Tablets (Pack of 18),"Rennie Deflatine provides fast relief from trapped wind, bloating, and indigestion. The chewable tablets work quickly to break down gas and ease discomfort, making them ideal for use after meals. Suitable for adults and children aged 12 years and over. Do not exceed the recommended dose. Always read the Patient Information Leaflet before use.",7.2,5010605296024
Rennie Peppermint Chewable Tablets (Pack of 24),"Rennie Peppermint Chewable Tablets provide fast and effective relief from heartburn, indigestion, and acid reflux. These tablets contain two antacids—calcium carbonate and magnesium carbonate—that work quickly to neutralize excess stomach acid, helping to ease discomfort within minutes. Suitable for use during pregnancy and breastfeeding.

Age Restrictions - Not suitable for children under 12 years of age.

Always read Patient Information Leaflet before use.",3.7,5010605295256
Rennie Spearmint (24 Chewable Tablets),"Rennie Spearmint Tablets provide fast, effective relief from heartburn, indigestion, and acid reflux. The spearmint-flavoured chewable tablets neutralise excess stomach acid, soothing discomfort and restoring balance. Suitable for adults and children aged 12 years and over. Chew or suck tablets as needed. Do not exceed the recommended dose. Always read the Patient Information Leaflet before use.",3.7,5010605295164
Replens MD Moisturiser (35g),"Replens MD Moisturiser provides long-lasting relief from vaginal dryness, helping to restore natural moisture and comfort. The pH-balanced formula hydrates and soothes intimate tissue, supporting everyday comfort and wellbeing. Fragrance-free and hormone-free for gentle use. 

Suitable for adult women.

 Always read the Patient Information Leaflet before use.",11.6,5010724529256
SEA-BAND Nausea Relief Comforting Acupressure Band (1),"Sea-Band Nausea Relief Comforting Acupressure Bands provide natural, drug-free relief from nausea and motion sickness. Using gentle acupressure on the Nei-Kuan point of each wrist, they help restore balance and ease queasiness caused by travel, pregnancy, or medical treatments. Comfortable, reusable, and latex-free, Sea-Bands work quickly and can be worn whenever needed for effective, non-invasive nausea relief.

Age Restrictions – Suitable for adults and children.

Always read the label before use.",7.7,5015259007750
SEA-BAND Nausea Relief Comforting Acupressure Bands Kids (1) - Blue,"Sea-Band Nausea Relief Comforting Acupressure Bands Kids provide gentle, drug-free relief from travel sickness and nausea in children. Designed specifically for smaller wrists, these soft, elastic wristbands apply light pressure to the Nei-Kuan acupressure point to naturally help reduce feelings of sickness. Comfortable, reusable, and latex-free, they offer an effective, non-drowsy solution for journeys by car, boat, or plane.

Age Restrictions – Suitable for children aged 3 years and over.

Always read the label before use.",9.9,5015259007552
SEA-BAND Nausea Relief Comforting Acupressure Bands Mama (1),"Sea-Band Nausea Relief Comforting Acupressure Bands Mama provide natural, drug-free relief from morning sickness during pregnancy. Using gentle acupressure on the Nei-Kuan point of each wrist, these soft, comfortable bands help ease nausea without medication or side effects. Reusable and latex-free, they offer a safe, effective, and non-drowsy option for expectant mothers seeking gentle, everyday relief.

Age Restrictions – Suitable for adults.

Always read the label before use.",9.9,5015259007361
Safe+Sound Health Adhesive Eye Pad (3 pack),"Safe + Sound Health Adhesive Eye Pad provides comfortable, protective coverage for minor eye injuries. Its soft, cushioned design shields the eye from dust, dirt and further irritation while allowing the area to remain clean and secure. The gentle adhesive ensures the pad stays firmly in place without causing discomfort, making it ideal for first-aid use at home or on the go. Suitable for covering scratches, grazes, and post-treatment dressings, it offers reliable, breathable protection when you need it most.

Age Restrictions – Suitable for all ages.

Always read the Patient Information Leaflet before use.",3.4,5018632116841
Savlon Antiseptic Cream 15g,"Savlon Antiseptic Cream 15g cleanses and helps protect minor cuts, grazes and wounds, supporting the skin’s natural healing. Its antiseptic formula works to kill bacteria and guard against infection while helping damaged skin to recover. Ideal for first aid use on small wounds, bites, grazes and skin grazes, this gentle, easy-to-apply cream provides protective care and soothing comfort for everyday scrapes and nicks.

Age Restrictions – Suitable for adults and children aged 1 year and over.

Always read the Patient Information Leaflet before use.",2.9,5011309018110
Savlon Scar Prevention Gel 50g,"Savlon Scar Prevention Gel 50g helps support the skin’s natural healing process to reduce the appearance of scars. Its smooth, hydrating formula keeps healing skin supple, helping to minimise tightness and improve overall texture as wounds recover. Ideal for use on minor cuts, grazes, burns, and surgical or cosmetic procedure marks once the skin has closed, this gentle gel absorbs quickly and is suitable for everyday application to promote healthy-looking skin.

Age Restrictions – Suitable for adults and children aged 2 years and over.",7.2,5011309167214
Scholl Complete Corn Treatment Kit,"Scholl Complete Corn Treatment Kit is designed to effectively remove painful corns and provide soothing relief. The medicated discs soften the corn, while the protective pads cushion and reduce pressure for added comfort. Easy to apply and discreet for everyday wear. Suitable for adults and children aged 16 years and over. Not for use on broken or irritated skin. Always read the Patient Information Leaflet before use.",6.4,5038483225585
Scholl Cracked Heel Balm (60ml),"Scholl Cracked Heel Balm is specially formulated to repair and hydrate dry, cracked heels. Its rich, nourishing formula absorbs quickly to help restore skin’s softness and smoothness, providing relief from discomfort. Suitable for adults and children aged 12 years and over. Not for use on broken or irritated skin. Always read the Patient Information Leaflet before use.",6.9,5038483588710
Scholl Fresh Step Anti-Perspirant (96g),"Scholl Fresh Step Anti-Perspirant (96g) refreshes, protects, and helps control excess moisture on the feet. Its fast-acting, anti-perspirant formula reduces perspiration while forming a breathable barrier that supports all-day dryness and comfort. Ideal for preventing odour, minimising dampness, and keeping feet feeling fresh, this easy-to-use spray provides reliable daily care for active lifestyles.
Age Restrictions – Suitable for adults and children over 12 years.

Always read the product information and usage guidelines before use.",7.9,5052197017724
Scholl Fungal Nail 2-in-1 Treat & Prevent Pen (1),"Scholl Fungal Nail 2-in-1 Treat and Prevent Pen effectively treats fungal nail infections while helping to prevent their return. The easy-to-apply pen targets the infection directly, promoting healthier nail growth. Ideal for treating fungal infections of the toenails or fingernails. Suitable for adults and children aged 4 years and over. Not for use on broken skin. Always read the Patient Information Leaflet before use.",24.2,5038483956403
SenEase 7.5mg Tablets (Pack of 20),"SenEase Tablets provide short-term relief from occasional constipation. Each tablet contains 7.5mg sennosides, a stimulant laxative that works by increasing intestinal activity to help produce a bowel movement. Typically works within 6-12 hours when taken at bedtime.

Age Restrictions - Not suitable for those under 18 years.

Always read Patient Information Leaflet before use.",3.5,5060637649947
Sensodyne Original Mint Daily Care Sensitive Toothpaste (75ml),"Sensodyne Daily Care Sensitive Toothpaste provides everyday protection against tooth sensitivity while keeping your teeth clean and healthy. Its clinically proven formula helps build a protective barrier over sensitive areas of the teeth, offering long-lasting relief from discomfort caused by hot, cold, sweet, or acidic foods and drinks. Used twice daily, it also helps remove plaque, maintain fresh breath, and strengthen enamel for all-round oral care. Ideal for daily use to protect sensitive teeth and promote overall mouth health.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and usage instructions before use.",4.7,5000347080685
Spatone Iron-Rich Water Shots (28),"Spatone Iron-Rich Water Shots provide a gentle, easily absorbed source of iron to help reduce tiredness and fatigue while supporting energy levels and a healthy immune system. Naturally sourced from the mountains of Snowdonia, each convenient sachet contains iron-rich water that’s gentle on the stomach and easy to take — with or without food. Ideal for those with increased iron needs, including women, athletes, and vegetarians, it offers a natural way to maintain healthy iron levels.

Age Restrictions – Suitable for adults and children over 2 years.

Always read the packaging and instructions before use.",19.2,5000488107623
Spectacle & Lens Wipes (52 Wipes),"Spectacle & Lens Wipes provide quick, streak-free cleaning for glasses, camera lenses, and screens. The soft, pre-moistened wipes remove dust, smudges, and fingerprints without scratching or damaging coatings. Individually wrapped for convenience at home or on the go. Suitable for adults and children under supervision. Avoid use on contact lenses. Always read the Patient Information Leaflet before use.",4.4,5060087366319
Sterimar Breathe Easy Daily Nasal Spray (50ml),"Sterimar Breathe Easy Daily Nasal Spray is a 100% natural sea water spray that cleanses and clears allergens, dust, and airborne contaminants from nasal passages. It moisturizes the nose and relieves symptoms of allergies, hay fever, colds, and sinusitis. Rich in trace elements and marine minerals, it helps improve breathing and prevent ENT disorders. Free from steroids, drugs, and preservatives.

Age Restrictions: Suitable from 3 months and up, including adults, children, pregnant women, and breastfeeding mothers.

Always read Patient Information Leaflet before use.",6.4,3331300097221
Sterimar Congestion Relief Kids (50ml),"Stérimar Congestion Relief Kids provides gentle, natural relief from nasal congestion in children aged 3 months to 3 years. Made with 100% natural sea water, it helps clear and unblock little noses by washing away mucus, allergens, and germs. The gentle microdiffusion spray is specially designed for children’s delicate nasal passages, helping them breathe more easily and sleep better. Free from preservatives and chemicals, it’s safe for daily use.

Age Restrictions – Suitable for children aged 3 months to 3 years.

Always read the packaging and instructions before use.",6.7,3331300097498
Sterimar Hayfever & Allergy Relief (1 Nasal Spray),"Sterimar Hayfever and Allergy Relief Nasal Spray provides natural relief from nasal congestion, sneezing, and irritation caused by allergies and hayfever. Made with 100% natural sea water, it helps clear allergens and cleanse nasal passages for easier breathing. 

Suitable for adults and children aged 3 years and over. 

Always read the Patient Information Leaflet before use.",6.3,5010724533741
Stomach Ulcer Test (1),"At-home self-test for the detection of H.pylori antigens in stool, as an indicator of gastritis or stomach ulcers.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",11.6,6936983109611
Strep A Test (1),"A rapid self-test kit to detect strep A, a bacterial throat infection that requires treatment with antibiotics.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",9.3,7640164864662
Strepsils Extra Blackcurrent Lozenges (Pack of 24),"Strepsils Extra Blackcurrant Lozenges provide fast, effective relief for painful sore throats. The triple action formula contains an anaesthetic to numb throat pain, antibacterial agents to fight bacteria and viruses causing infection, and a soothing effect. Rapid relief starts within 1-5 minutes and lasts up to 2 hours. Blackcurrant flavoured.

Age Restrictions - Suitable for adults and children 6 years and over.

Always read Patient Information Leaflet before use.",6.7,5000158106185
Strepsils Honey & Lemon Lozenges (Pack of 24),"Strepsils Honey & Lemon Lozenges provide fast, effective relief from sore throats and minor mouth infections. Each lozenge contains two antiseptic ingredients that work together to kill bacteria and viruses causing throat discomfort, starting to work within 5 minutes and providing soothing relief for up to 2 hours. The natural honey and lemon flavor helps calm irritation while the medicated formula fights infection. Perfect for tackling the first signs of a sore throat before it worsens.

Age Restrictions: Suitable for adults and children 6 years and older.

Always read Patient Information Leaflet before use.",4.4,5000167001426
Sudafed Blocked Nose Nasal Spray (15ml),"Sudafed Blocked Nose Spray provides fast, effective relief from nasal congestion caused by colds, flu, and allergies such as hayfever. This non-drowsy nasal spray works in minutes to unblock your nose, reduce mucus buildup, and shrink swollen nasal passages, allowing you to breathe more freely. Relief lasts up to 10 hours with just one spray per nostril.

Age Restrictions: For adults and children over 12 years only.

Always read Patient Information Leaflet before use.",6.5,3574660534887
Sudafed Congestion & Headache Relief Max Capsules (16),"Sudafed Congestion & Headache Relief Capsules provide fast-acting relief from nasal congestion, sinus pressure, and headaches caused by colds, flu, or allergies. Each capsule contains paracetamol to relieve pain and reduce fever, and phenylephrine hydrochloride, a decongestant that helps clear blocked noses and sinuses. Together, they work to ease pressure, reduce discomfort, and restore easy breathing so you can get on with your day.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the Patient Information Leaflet before use.",6.3,3574661162232
Sudafed Natural Relief Blocked Nose Nasal Spray (15ml),"Sudafed Natural Relief Blocked Nose Spray is a preservative-free isotonic saline solution that provides natural congestion relief for blocked, dry or irritated nasal passages. It works by rinsing and restoring moisture to help unblock the nose. Suitable for treating congestion caused by cold and flu, sinusitis, allergies including hay fever, and post-nasal surgery.

Age Restrictions - Suitable from birth

Always read Patient Information Leaflet before use.",6.9,3574661640822
Sudafed Sinus 200mg/30mg Tablets (12),"Sudafed Sinus 200mg/30mg Tablets provide effective relief from the symptoms of sinus congestion, pressure, and pain caused by colds, flu, or allergies. Each tablet contains ibuprofen, which reduces inflammation and relieves pain, and pseudoephedrine hydrochloride, a decongestant that helps clear blocked sinuses and nasal passages. Together, they work to ease headaches, facial pain, and congestion so you can breathe more easily and feel better fast.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the Patient Information Leaflet before use.",6.4,3574661356167
Sudocrem Antiseptic Healing Cream (125g),"Sudocrem Antiseptic Healing Cream soothes, protects, and helps heal irritated skin. Its unique antiseptic formula forms a protective barrier, supporting natural healing and guarding against moisture and irritants. Ideal for treating nappy rash, minor burns, surface wounds, eczema, and acne, this gentle, easy-to-apply cream provides lasting comfort and care for the whole family.

Age Restrictions – Suitable for all ages, including infants.

Always read the Patient Information Leaflet before use.",5.8,5017007601289
Sudocrem Antiseptic Healing Cream (60g),"Sudocrem Antiseptic Healing Cream soothes, protects, and helps heal irritated skin. Its unique antiseptic formula forms a protective barrier, supporting natural healing and guarding against moisture and irritants. Ideal for treating nappy rash, minor burns, surface wounds, eczema, and acne, this gentle, easy-to-apply cream provides lasting comfort and care for the whole family.

Age Restrictions – Suitable for all ages, including infants.

Always read the Patient Information Leaflet before use.",3.79,5017007601333
Sudocrem Care & Protect Ointment (30g),"Sudocrem Care & Protect Ointment helps prevent nappy rash by forming a protective barrier that seals out irritants and guards delicate skin from moisture. Its triple-action formula creates a breathable layer, conditions the skin, and supports its natural defences to keep baby’s skin healthy and soft. The smooth, easy-to-apply ointment is gentle enough for daily use from birth.

Age Restrictions – Suitable for all ages, including newborns.

Always read the Patient Information Leaflet before use.",5.2,5014398003616
Tampax Non Plastic Regular (20),"Tampax Non Plastic tampons provide reliable protection and comfort with an eco-friendly cardboard applicator. Designed with an absorbent core and LeakGuard™ protection to help prevent leaks, they expand gently for a secure fit. Individually wrapped for hygiene and convenience. Suitable for women and girls aged 12 years and over. Always read the Patient Information Leaflet before use.",4.7,4015400363033
Tampax Non Plastic Super (20),"Tampax Non Plastic tampons provide reliable protection and comfort with an eco-friendly cardboard applicator. Designed with an absorbent core and LeakGuard™ protection to help prevent leaks, they expand gently for a secure fit. Individually wrapped for hygiene and convenience. Suitable for women and girls aged 12 years and over. Always read the Patient Information Leaflet before use.",3.1,4015400363002
Tampax Pearl 3 In 1 Regular (18),"Tampax Pearl 3 in 1 tampons provide comfort, protection, and discretion during your period. Featuring a smooth plastic applicator, LeakGuard™ braid, and FormFit™ design, they expand to fit your body and help prevent leaks. Individually wrapped for hygiene and convenience. Suitable for women and girls aged 12 years and over. Always read the Patient Information Leaflet before use.",3.9,8001090733795
Tixylix Children’s Cough Syrup (100ml),"Tixylix Children’s Cough Syrup provides soothing relief from dry, tickly coughs in children aged 2 to 10 years. This non-drowsy, sugar-free formula helps calm throat irritation and reduce coughing, making it easier for your child to rest and recover. With a pleasant blackcurrant flavour, it’s easy to take and gentle on young tummies. Ideal for use during colds and mild throat irritation to keep your child comfortable day or night.

Age Restrictions – Suitable for children aged 2 to 10 years.

Always read the Patient Information Leaflet before use.",5.6,5011309018813
Tixylix Infant Cough Syrup (100ml),"Tixylix From 3 Months+ Infant Cough Syrup provides gentle, soothing relief from dry, tickly coughs in babies and young children. Specially formulated for infants aged 3 months and over, this non-drowsy, sugar-free syrup helps to calm throat irritation and reduce coughing, making it easier for your little one to rest. With a pleasant blackcurrant flavour, it’s easy to give and gentle enough for everyday use when your child is feeling under the weather.

Age Restrictions – Suitable for infants aged 3 months and over.

Always read the Patient Information Leaflet before use.",5.3,5011309018714
Ultra Chloroseptic Anaesthetic Throat Spray Cherry (15ml),"Ultra Chloraseptic Anaesthetic Throat Spray provides fast-acting relief from sore throat pain and irritation. Its targeted spray delivers a measured dose of the active ingredient benzocaine, a local anaesthetic that quickly numbs the throat for soothing comfort. The easy-to-use nozzle allows precise application directly to the affected area, helping relieve pain from colds, flu, or throat infections. Available in a pleasant flavour and ideal for on-the-go relief whenever you need it.

Age Restrictions – Suitable for adults and children over 6 years.

Always read the Patient Information Leaflet before use.",7.7,5060018880099
Ultra Chloroseptic Anaesthetic Throat Spray Menthol (15ml),"Ultra Chloraseptic Anaesthetic Throat Spray provides fast-acting relief from sore throat pain and irritation. Its targeted spray delivers a measured dose of the active ingredient benzocaine, a local anaesthetic that quickly numbs the throat for soothing comfort. The easy-to-use nozzle allows precise application directly to the affected area, helping relieve pain from colds, flu, or throat infections. Available in a pleasant flavour and ideal for on-the-go relief whenever you need it.

Age Restrictions – Suitable for adults and children over 6 years.

Always read the Patient Information Leaflet before use.",7.7,5060018880020
Vaginal Infection Test (1),"Vaginal Infection Test helps you quickly and easily identify the cause of unusual vaginal symptoms such as itching, burning, or abnormal discharge. This simple at-home test detects changes in vaginal pH levels, helping to distinguish between common infections like bacterial vaginosis and thrush, so you can choose the most appropriate treatment. Providing clear, reliable results in just seconds, it’s a convenient way to monitor intimate health and seek medical advice when needed.

Age Restrictions – Suitable for adults and women over 16 years.

Always read the packaging and instructions before use.",9.86,7640164864990
Vagisil Medicated Creme (30g),"Vagisil Medicated Crème provides fast-acting relief from external vaginal itching, irritation, and discomfort. The soothing, medicated formula helps calm sensitive skin and protect against further irritation. Fragrance-free and suitable for everyday use. For external use only. Suitable for adults and children aged 12 years and over. Always read the Patient Information Leaflet before use.",6.4,5010934002471
Valupak Effervescent Vitamin C + Zinc Tablets (20),"Valupak Effervescent Vitamin C + Zinc Tablets provide a refreshing, immune-boosting drink that helps support your body’s natural defences and overall wellbeing. Each tablet combines the antioxidant power of vitamin C with the immune-supporting benefits of zinc to help protect cells from oxidative stress and reduce tiredness and fatigue. Simply dissolve in water for a great-tasting, easy-to-absorb supplement — perfect for daily use, especially during cold and flu season.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",4.1,5024874015507
Valupak Effervescent Vitamin C 1000mg (20),"Valupak Effervescent Vitamin C 1000mg Orange Flavour Sugar Free Tablets provide a powerful daily boost to support your immune system and overall vitality. Each sugar-free tablet delivers 1000mg of vitamin C, helping to protect cells from oxidative stress, reduce tiredness and fatigue, and maintain healthy skin and gums. Simply dissolve in water for a refreshing, orange-flavoured drink that’s easy to take and quickly absorbed. Ideal for daily immune support, especially during cold and flu season.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",8.7,5024874015422
Vaseline Original Tin (20g),"Vaseline Lip Therapy Original Lip Balm Tin provides intensive care for dry and chapped lips. Made with 100% triple-purified petroleum jelly, it locks in moisture and forms a protective barrier to help heal dry, dull, and cracked lips. The clinically proven formula glides on smoothly with a non-sticky, non-greasy feel, leaving lips with a natural glossy finish. Perfect for protecting lips from harsh weather conditions and providing long-lasting moisturisation. Compact 20g tin fits easily in your pocket or purse for on-the-go relief.

Always read Patient Information Leaflet before use.",2.6,5099802150117
Vaseline Original Tub (250ml),"Vaseline Original Tub (250ml) moisturises, protects, and helps heal dry or irritated skin. Its 100% pure petroleum jelly formula forms a protective barrier, supporting natural skin repair while guarding against moisture loss and external irritants. Ideal for soothing chapped lips, dry patches, minor cuts, and rough skin, this gentle, easy-to-apply ointment provides lasting comfort and care for the whole family.

Age Restrictions – Suitable for all ages, including infants.

Always read the product information and usage guidelines before use.",4.6,42182658
Vaseline Original Tub (50ml),"Vaseline Original Tub (50ml) moisturises, protects, and helps heal dry or irritated skin. Its 100% pure petroleum jelly formula forms a protective barrier, supporting natural skin repair while guarding against moisture loss and external irritants. Ideal for soothing chapped lips, dry patches, minor cuts, and rough skin, this gentle, easy-to-apply ointment provides lasting comfort and care for the whole family.

Age Restrictions – Suitable for all ages, including infants.

Always read the product information and usage guidelines before use.",2.3,42182627
Vicks Inhaler Nasal Stick (1),"Vicks Inhaler Nasal Stick provides fast, soothing relief from nasal congestion caused by colds, allergies, or sinusitis. Its refreshing formula contains natural menthol, camphor, and pine needle oil, which work together to clear blocked noses and make breathing easier. Compact and easy to use, the nasal stick delivers instant freshness and relief anytime, anywhere. Ideal for carrying in your pocket or bag for quick use on the go.

Age Restrictions – Suitable for adults and children over 6 years.

Always read the packaging and instructions before use.",3.5,8006540616048
Vicks Triple Action Blackurrant VapoDrops (42g),"Vicks Triple Action Blackcurrant VapoDrops soothe sore throats, clear blocked noses, and refresh the mouth with a cooling menthol vapour. Combining the comforting power of Vicks with a pleasant blackcurrant flavour, these lozenges provide fast, effective relief from throat irritation and nasal congestion. Ideal for use on the go, they help you breathe easier and feel refreshed.

Age Restrictions – Suitable for adults and children over 6 years.

Always read the label before use.",1.5,4030300023108
Vicks VapoDrops Menthol Lozenges Sugar Free (72g),"Vicks VapoDrops Menthol Lozenges Sugar Free provide soothing relief for sore throats and nasal congestion. Each lozenge delivers the comforting vapour action of menthol to help clear blocked airways, ease throat irritation, and refresh the mouth and throat. Sugar-free and convenient to take on the go, they’re perfect for when you need fast, cooling comfort throughout the day.

Age Restrictions – Suitable for adults and children over 6 years.

Always read the label before use.",2.3,4030300022743
Vicks VapoRub (50g),"Vicks VapoRub is a topical ointment that helps relieve congestion and ease coughs caused by colds. Its menthol and camphor vapors create a cooling sensation that helps you feel like you're breathing more freely. It acts as a cough suppressant and can improve sleep quality when suffering from cold symptoms. Simply apply to the chest and neck area – avoid use near the mouth or inside nostrils.

Age Restrictions: Not suitable for children under 2 years old.

Always read Patient Information Leaflet before use.",4.5,5011321365353
Vitabiotics Feroglobin B12 Capsules (30),"Vitabiotics Feroglobin B12 Capsules provide a gentle, balanced source of iron, folic acid, and vitamin B12 to help reduce tiredness and fatigue while supporting healthy red blood cell formation. The slow-release formula ensures gradual nutrient absorption for optimal effectiveness and digestive comfort. Enriched with essential nutrients like zinc and copper, it also supports energy release and overall vitality. Ideal for those with increased iron needs, including women, athletes, and vegetarians.

Age Restrictions – Suitable for adults and children over 12 years.

Always read the packaging and instructions before use.",6.9,5021265220076
Vitabiotics Menopace Original Supplements (30),"Vitabiotics Menopace Original Daily Support Supplement provides expert nutritional support for women during and after the menopause. Formulated with a unique blend of vitamins, minerals, and nutrients, it includes vitamin B6 to help regulate hormonal activity, vitamin D and magnesium for bone health, and zinc for hair, skin, and nail support. This balanced daily supplement helps maintain overall wellbeing, energy levels, and vitality throughout the menopausal transition. Free from hormones and suitable for long-term use.

Age Restrictions – Suitable for adults and women over 16 years.

Always read the packaging and instructions before use.",6.8,5021265221004
